194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194
194,194,194,217,217,217,217,217,217,217,217,217,217,194,194,194
194,194,217,217,217,217,217,217,217,217,217,217,217,217,194,194
194,217,217,217,217,217,217,217,217,217,217,217,217,217,217,194
217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217
217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217
217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217
217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217
217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217
217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217
217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217
217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217
194,217,217,217,217,217,217,217,217,217,217,217,217,217,217,194
194,194,217,217,217,217,217,217,217,217,217,217,217,217,194,194
194,194,194,217,217,217,217,217,217,217,217,217,217,194,194,194
194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194
